date,AAPL.US,GSPC.INDX,GC.COMM,BTC-USD.CC
2021-05-03,131.1635,4192.6602,1791.4,57368.29211678
2021-05-04,126.5222,4164.6602,1775.8,53775.19077525
2021-05-05,126.7696,4167.5898,1784.1,57631.24608129
2021-05-06,128.3926,4201.6201,1815.5,56797.27165683
2021-05-07,129.0766,4232.6001,1831.1,57508.97954099
2021-05-10,125.7458,4188.4302,1837.5,56006.39003603
2021-05-11,124.814,4152.1001,1835.9,56951.70377442
2021-05-12,121.7014,4063.04,1822.6,51300.6221475
2021-05-13,123.8822,4112.5,1823.8,49754.48069775
2021-05-14,126.3406,4173.8501,1837.9,50160.98241577
2021-05-17,125.1709,4163.29,1867.5,43571.46006491
2021-05-18,123.7633,4127.8301,1867.8,43122.0343187
2021-05-19,123.6046,4115.6802,1881.3,37293.46380541
2021-05-20,126.2018,4159.1201,1881.8,40564.5076431
2021-05-21,124.3382,4155.8599,1876.7,37224.14816865
2021-05-24,125.9937,4197.0498,1884.6,38746.7938007
2021-05-25,125.7954,4188.1299,1898.1,38249.91579643
2021-05-26,125.7458,4195.9902,1901.3,39314.31029004
2021-05-27,124.1895,4200.8799,1895.7,38590.32838816
2021-05-28,123.5253,4204.1099,1902.5,35735.34273607
2021-06-01,123.1982,4202.04,1902.9,36685.072568372
2021-06-02,123.9714,4208.1201,1907.5,37762.580036971
2021-06-03,122.4647,4192.8501,1871.2,39206.604681814
2021-06-04,124.7942,4229.8901,1889.8,37022.339063424
2021-06-07,124.8041,4226.52,1896.8,33617.007565463
2021-06-08,125.6368,4227.2598,1892.2,33491.435486031
2021-06-09,126.0234,4219.5498,1893.2,37437.404626682
2021-06-10,125.0123,4239.1802,1894.2,36885.736797915
2021-06-11,126.2415,4247.4399,1877.4,37308.641413019
2021-06-14,129.3443,4255.1499,1864.0,40483.856782454
2021-06-15,128.5116,4246.5898,1854.5,40256.58330171
2021-06-16,129.0171,4223.7002,1859.5,38293.224606892
2021-06-17,130.6428,4221.8599,1773.8,38106.253992064
2021-06-18,129.3244,4166.4502,1767.9,35683.849709247
2021-06-21,131.1484,4224.79,1781.8,31716.448138771
2021-06-22,132.8138,4246.4399,1776.3,32495.817204259
2021-06-23,132.5362,4241.8398,1782.3,33734.325543965
2021-06-24,132.2487,4266.4902,1775.6,34642.457003666
2021-06-25,131.9514,4280.7002,1776.6,31798.46239872
2021-06-28,133.6068,4290.6099,1779.6,34482.805355719
2021-06-29,135.1433,4291.7998,1762.8,35917.63848526
2021-06-30,135.7678,4297.5,1770.8,35127.080456976
2021-07-01,136.0751,4319.9399,1775.9,33627.497752978
2021-07-02,138.7417,4352.3398,1782.6,33871.087056083
2021-07-06,140.7838,4343.54,1793.5,34134.128408533
2021-07-07,143.3116,4358.1299,1801.5,33972.993763637
2021-07-08,141.9932,4320.8198,1799.6,32860.402519918
2021-07-09,143.8469,4369.5498,1810.0,33911.571926653
2021-07-12,143.2422,4384.6299,1805.5,33219.118335066
2021-07-13,144.3723,4369.21,1809.4,32616.056143067
2021-07-14,147.8517,4374.2998,1824.3,32851.664980797
2021-07-15,147.1876,4360.0298,1828.4,31698.314041338
2021-07-16,145.1158,4327.1602,1814.5,31479.276703155
2021-07-19,141.2101,4258.4902,1808.7,30913.705986267
2021-07-20,144.8779,4323.0601,1810.9,29834.519786529
2021-07-21,144.1344,4358.6899,1802.9,32229.209164284
2021-07-22,145.5222,4367.48,1805.0,32385.27182891
2021-07-23,147.2669,4411.79,1801.4,33543.856623853
2021-07-26,147.6931,4422.2998,1798.7,37323.159882708
2021-07-27,145.4925,4401.46,1799.5,39179.960074769
2021-07-28,143.718,4400.6401,1799.5,40020.172623491
2021-07-29,144.3723,4419.1499,1831.2,40017.903158912
2021-07-30,144.5904,4395.2598,1812.6,41954.149501252
2021-08-02,144.2533,4387.1602,1818.1,39226.610084976
2021-08-03,146.0773,4423.1499,1810.1,38279.897243208
2021-08-04,145.6709,4402.6602,1810.5,39802.492927445
2021-08-05,145.7799,4429.1001,1805.1,40906.425765699
2021-08-06,145.085,4436.52,1760.0,42810.893356066
2021-08-09,145.0353,4432.3501,1723.4,46276.806159527
2021-08-10,144.5489,4436.75,1728.8,45576.795740836
2021-08-11,144.807,4442.4102,1750.4,45673.324772977
2021-08-12,147.8151,4460.8301,1749.0,44486.782121021
2021-08-13,148.0236,4468.0,1775.2,47752.19436689
2021-08-16,150.029,4479.71,1786.9,45928.317807854
2021-08-17,149.1057,4448.0801,1785.0,44648.911716724
2021-08-18,145.3034,4400.27,1781.6,44947.338561441
2021-08-19,145.6409,4405.7998,1780.2,46640.827362997
2021-08-20,147.1202,4441.6699,1781.0,49202.387929686
2021-08-23,148.6292,4479.5298,1803.2,49517.469345203
2021-08-24,148.5399,4486.23,1805.6,47792.333505699
2021-08-25,147.289,4496.1899,1788.2,48994.942705944
2021-08-26,146.4749,4470.0,1792.2,47229.062230537
2021-08-27,147.5272,4509.3701,1816.6,49079.375937211
2021-08-30,152.0146,4528.79,1809.0,47170.552309654
2021-08-31,150.7339,4522.6802,1815.0,47314.946874464
2021-09-01,151.409,4524.0898,1813.1,48757.106518094
2021-09-02,152.5408,4536.9502,1808.7,49362.536759207
2021-09-03,153.1861,4535.4302,1830.9,49995.962811073
2021-09-07,155.5588,4520.0298,1795.9,47001.718617725
2021-09-08,153.9902,4514.0698,1790.7,46125.21029247
2021-09-09,152.9577,4493.2798,1797.4,46445.900639365
2021-09-10,147.8946,4458.5801,1789.6,44905.922386064
2021-09-13,148.4704,4468.73,1792.0,45098.415307921
2021-09-14,147.0507,4443.0498,1804.7,47068.16704358
2021-09-15,147.9541,4480.7002,1792.4,48156.644125972
2021-09-16,147.7159,4473.75,1754.6,47856.640453622
2021-09-17,145.0056,4432.9902,1749.4,47247.121188516
2021-09-20,141.9081,4357.73,1761.8,42980.492223666
2021-09-21,142.3945,4354.1899,1776.0,40604.203254241
2021-09-22,144.7971,4395.6401,1776.7,43621.116134525
2021-09-23,145.77,4448.98,1747.7,44862.741818241
2021-09-24,145.8594,4455.48,1749.7,42800.249790244
2021-09-27,144.3205,4443.1099,1750.0,42402.943550438
2021-09-28,140.8855,4352.6299,1735.8,41104.70197021
2021-09-29,141.7989,4359.46,1721.5,41579.647103829
2021-09-30,140.4785,4307.54,1755.3,43858.36952115
2021-10-01,141.6202,4357.04,1757.0,48122.142145471
2021-10-04,138.1355,4300.46,1766.2,49325.276797919
2021-10-05,140.0913,4345.7202,1759.6,51600.503845828
2021-10-06,140.9749,4363.5498,1760.5,55433.614088163
2021-10-07,142.2556,4399.7598,1757.9,53834.877242667
2021-10-08,141.8684,4391.3398,1756.3,53945.192760945
2021-10-11,141.779,4361.1899,1754.6,57426.404863503
2021-10-12,140.4884,4350.6499,1758.3,56166.934813471
2021-10-13,139.8927,4363.7998,1793.7,57433.303352743
2021-10-14,142.7222,4438.2598,1796.7,57435.254147949
2021-10-15,143.7944,4471.3701,1767.2,61501.823399982
2021-10-18,145.492,4486.46,1764.8,61988.385078527
2021-10-19,147.6861,4519.6299,1769.7,64323.17745725
2021-10-20,148.1825,4536.1899,1784.1,66109.147836117
2021-10-21,148.4009,4549.7798,1781.2,62388.797167089
2021-10-22,147.6166,4544.8999,1795.5,60766.322071633
2021-10-25,147.5669,4566.48,1806.0,62894.183799532
2021-10-26,148.242,4574.79,1792.7,63391.784993806
2021-10-27,147.7754,4551.6802,1797.9,58640.080006871
2021-10-28,151.4686,4596.4199,1801.6,60652.286427775
2021-10-29,148.7186,4605.3799,1783.0,62293.006408856
2021-11-01,147.8846,4613.6699,1795.1,61146.91160382
2021-11-02,148.937,4630.6499,1788.7,63218.099220509
2021-11-03,150.3964,4660.5698,1763.6,63046.171346789
2021-11-04,149.8702,4680.0601,1793.0,61448.725080722
2021-11-05,150.4071,4697.5298,1816.4,61142.7552387
2021-11-08,149.5719,4701.7002,1827.4,67589.768670975
2021-11-09,149.9398,4685.25,1830.2,67089.194307946
2021-11-10,147.0665,4646.71,1847.6,64959.269489076
2021-11-11,147.0167,4649.27,1863.2,64910.769080106
2021-11-12,149.1245,4682.8501,1867.9,64263.419495837
2021-11-15,149.1345,4682.7998,1866.1,63843.130490157
2021-11-16,150.1287,4700.8999,1853.6,60317.274540896
2021-11-17,152.6043,4688.6699,1869.7,60439.490933838
2021-11-18,156.959,4704.54,1861.0,56907.934470382
2021-11-19,159.6236,4697.96,1851.2,58086.385521715
2021-11-22,160.0909,4682.9399,1806.0,56462.302500529
2021-11-23,160.4786,4690.7002,1783.5,57716.603121518
2021-11-24,161.0056,4701.46,1784.1,57196.671437675
2021-11-26,155.9052,4594.6201,1785.3,53825.549605414
2021-11-29,159.3154,4655.27,1782.3,57889.958947275
2021-11-30,164.3462,4567.0,1773.6,57032.3060805
2021-12-01,163.8192,4513.04,1781.6,57217.661968019
2021-12-02,162.8151,4577.1001,1760.7,56448.379349216
2021-12-03,160.9061,4538.4302,1782.0,53821.988752999
2021-12-06,164.3661,4591.6699,1777.5,50563.891755089
2021-12-07,170.1922,4686.75,1782.6,50615.034107479
2021-12-08,174.0697,4701.21,1783.4,50389.391898636
2021-12-09,173.5527,4667.4502,1774.6,47920.493525788
2021-12-10,178.4145,4712.02,1782.9,47414.360823464
2021-12-13,174.7259,4668.9702,1786.3,46834.765330962
2021-12-14,173.3241,4634.0898,1770.4,48431.84528008
2021-12-15,178.2654,4709.8501,1762.6,48838.751301137
2021-12-16,171.266,4668.6699,1796.6,47704.037373477
2021-12-17,170.1525,4620.6401,1803.8,46342.680171981
2021-12-20,168.7705,4568.02,1793.7,47059.10944555
2021-12-21,171.9918,4649.23,1787.9,49008.776518912
2021-12-22,174.6265,4696.5601,1801.6,48695.212292146
2021-12-23,175.2628,4725.79,1811.2,50842.950168484
2021-12-27,179.2894,4791.1899,1808.1,50805.926381121
2021-12-28,178.2554,4786.3501,1810.2,47754.47928384
2021-12-29,178.3449,4793.0601,1805.1,46565.851627899
2021-12-30,177.1717,4778.73,1812.7,47171.745142705
2021-12-31,176.5454,4766.1802,1827.5,46387.975325881
2022-01-03,180.9598,4796.5601,1799.4,46525.344934774
2022-01-04,178.6631,4793.54,1814.0,45990.08178068
2022-01-05,173.9107,4700.5801,1824.6,43611.450591904
2022-01-06,171.0075,4696.0498,1788.7,43179.454856089
2022-01-07,171.1765,4677.0298,1797.0,41577.928165431
2022-01-10,171.1964,4670.29,1798.4,41839.879391793
2022-01-11,174.0697,4713.0698,1818.6,42775.002487701
2022-01-12,174.5171,4726.3501,1827.2,43966.371029396
2022-01-13,171.1964,4659.0298,1821.2,42602.760340663
2022-01-14,172.0713,4662.8501,1816.5,43142.418264721
2022-01-18,168.8202,4577.1099,1812.3,42433.127922703
2022-01-19,165.2708,4532.7598,1843.1,41773.907767656
2022-01-20,163.5607,4482.73,1842.5,40845.844472223
2022-01-21,161.4728,4397.9399,1831.8,36491.529556735
2022-01-24,160.6874,4410.1299,1841.7,36749.525346373
2022-01-25,158.858,4356.4502,1852.7,36973.681508696
2022-01-26,158.7685,4349.9302,1829.9,36879.158476704
2022-01-27,158.3013,4326.5098,1793.3,37171.358291868
2022-01-28,169.3471,4431.8501,1784.9,37844.626764938
2022-01-31,173.7715,4515.5498,1795.0,38500.785860463
2022-02-01,173.6025,4546.54,1800.3,38816.060847318
2022-02-02,174.8254,4589.3799,1809.2,36936.470378435
2022-02-03,171.9023,4477.4399,1803.0,37075.353905759
2022-02-04,171.6136,4500.5298,1806.6,41550.657805719
2022-02-07,170.8869,4483.8701,1820.6,43966.887454066
2022-02-08,174.0426,4521.54,1826.6,44144.922483848
2022-02-09,175.4861,4587.1802,1835.2,44390.901876693
2022-02-10,171.3448,4504.0801,1836.2,43584.339369726
2022-02-11,167.8805,4418.6401,1840.8,42434.585857423
2022-02-14,168.1194,4401.6699,1868.0,42739.422115806
2022-02-15,172.0118,4471.0698,1854.8,44670.698943542
2022-02-16,171.7729,4475.0098,1870.2,44050.945657966
2022-02-17,168.1194,4380.2598,1900.7,40601.839105905
2022-02-18,166.5465,4348.8701,1898.6,40066.839159096
2022-02-22,163.58,4304.7598,1906.1,38362.142544131
2022-02-23,159.3491,4225.5,1909.2,37365.422526707
2022-02-24,162.0071,4288.7002,1925.1,38352.847977874
2022-02-25,164.1076,4384.6499,1886.5,39281.730691305
2022-02-28,164.3764,4373.9399,1899.4,43241.407125856
2022-03-01,162.465,4306.2598,1942.4,44410.780872976
2022-03-02,165.8099,4386.54,1920.9,43981.341404735
2022-03-03,165.4814,4363.4902,1934.4,42528.850237474
2022-03-04,162.4351,4328.8701,1965.1,39175.31236584
2022-03-07,158.5826,4201.0898,1993.9,38054.883338962
2022-03-08,156.731,4170.7002,2040.1,38769.972213288
2022-03-09,162.2161,4277.8799,1985.9,42001.198147567
2022-03-10,157.8061,4259.52,1998.1,39476.636167303
2022-03-11,154.0332,4204.3101,1982.7,38895.209106131
2022-03-14,149.9417,4173.1099,1959.6,39647.962596108
2022-03-15,154.3915,4262.4502,1928.5,39372.021983282
2022-03-16,158.8713,4357.8599,1908.0,41168.322243864
2022-03-17,159.8966,4411.6699,1942.1,40991.026673583
2022-03-18,163.2415,4463.1201,1928.2,41764.875163065
2022-03-21,164.6352,4461.1802,1928.6,41094.122734859
2022-03-22,168.0597,4511.6099,1920.7,42437.244896003
2022-03-23,169.4434,4456.2402,1936.6,42813.06922208
2022-03-24,173.2861,4520.1602,1961.6,43938.905102783
2022-03-25,173.9331,4543.0601,1953.8,44386.477888473
2022-03-28,174.8092,4575.52,1939.6,47099.086061627
2022-03-29,178.154,4631.6001,1912.0,47445.585826581
2022-03-30,176.9694,4602.4502,1933.5,47085.52545601
2022-03-31,173.8236,4530.4102,1949.2,45573.392846588
2022-04-01,173.525,4545.8599,1919.1,46273.918539194
2022-04-04,177.6364,4582.6401,1929.2,46612.604911308
2022-04-05,174.2716,4525.1201,1922.9,45612.841337323
2022-04-06,171.0561,4481.1499,1918.4,43342.036927905
2022-04-07,171.3648,4500.21,1933.8,43635.544464127
2022-04-08,169.324,4488.2798,1941.6,42374.644400947
2022-04-11,165.0035,4412.5298,1944.3,39509.679370009
2022-04-12,166.9049,4397.4502,1972.1,40187.356569988
2022-04-13,169.6326,4446.5898,1981.0,41218.387045518
2022-04-14,164.5456,4392.5898,1970.9,39956.644229816
2022-04-18,164.3266,4391.6899,1982.9,40862.864655202
2022-04-19,166.6461,4462.21,1955.7,41493.561095402
2022-04-20,166.4769,4459.4502,1952.3,41455.519401218
2022-04-21,165.6705,4393.6602,1944.9,40584.936426934
2022-04-22,161.0614,4271.7798,1931.0,39778.988160424
2022-04-25,162.1465,4296.1201,1893.2,40396.561903867
2022-04-26,156.0938,4175.2002,1901.4,38134.175629168
2022-04-27,155.8649,4183.96,1885.9,39255.613415817
2022-04-28,162.903,4287.5,1888.7,39757.858236233
2022-04-29,156.94,4131.9302,1909.3,38640.670124002
2022-05-02,157.2486,4155.3799,1861.8,38573.925046815
2022-05-03,158.7618,4175.48,1868.8,37773.420939865
2022-05-04,165.2723,4300.1699,1867.0,39725.415232096
2022-05-05,156.064,4146.8701,1874.0,36586.406130436
2022-05-06,156.8017,4123.3398,1881.2,36059.664746865
2022-05-09,151.5976,3991.24,1857.1,30389.246034858
2022-05-10,154.0401,4001.05,1839.9,31031.227394695
2022-05-11,146.0545,3935.1799,1852.6,28908.709215087
2022-05-12,142.1265,3930.0801,1823.8,29123.771772189
2022-05-13,146.6626,4023.8899,1807.4,29296.426471749
2022-05-16,145.0974,4008.01,1813.5,29905.77525165
2022-05-17,148.7862,4088.8501,1818.2,30490.965278219
2022-05-18,140.3918,3923.6799,1815.9,28792.660533029
2022-05-19,136.9323,3900.79,1841.2,30362.486635582
2022-05-20,137.1716,3901.3601,1841.8,29221.629664552
2022-05-23,142.6748,3973.75,1847.8,29148.809781321
2022-05-24,139.9332,3941.48,1865.1,29688.932304793
2022-05-25,140.0927,3978.73,1846.2,29589.001527633
2022-05-26,143.3428,4057.8401,1847.4,29366.22979006
2022-05-27,149.185,4158.2402,1851.3,28652.183919978
2022-05-31,148.3874,4132.1499,1842.7,31858.139631402
2022-06-01,148.2578,4101.23,1843.3,29831.908114762
2022-06-02,150.7502,4176.8198,1866.5,30476.007836083
2022-06-03,144.9379,4108.54,1845.4,29719.833503145
2022-06-06,145.6956,4121.4302,1839.2,31370.671947692
2022-06-07,148.2578,4160.6802,1847.5,31155.47870185
2022-06-08,147.5101,4115.77,1851.9,30214.356242025
2022-06-09,142.2062,4017.8201,1848.8,30111.997922423
2022-06-10,136.713,3900.8601,1871.5,29083.804720954
2022-06-13,131.479,3749.6299,1828.0,22487.387925846
2022-06-14,132.3563,3735.48,1809.5,22206.792790058
2022-06-15,135.0182,3789.99,1815.3,22572.83982319
2022-06-16,129.6645,3666.77,1845.7,20381.651212902
2022-06-17,131.1599,3674.8401,1835.6,20471.481892491
2022-06-21,135.4568,3764.79,1834.6,20710.597101739
2022-06-22,134.9384,3759.8899,1834.3,19987.02904938
2022-06-23,137.8495,3795.73,1825.7,21085.877161242
2022-06-24,141.2292,3911.74,1826.5,21231.655771445
2022-06-27,141.2292,3900.1101,1820.9,20735.477947425
2022-06-28,137.0221,3821.55,1817.5,20280.635650146
2022-06-29,138.8066,3818.8301,1813.7,20104.023177782
2022-06-30,136.3042,3785.3799,1804.1,19784.726494625
2022-07-01,138.5075,3825.3301,1798.9,19269.36668591
2022-07-05,141.1295,3831.3899,1761.8,20190.114669523
2022-07-06,142.4854,3845.0801,1734.9,20548.245871969
2022-07-07,145.905,3902.6201,1737.9,21637.587750244
2022-07-08,146.5929,3899.3799,1740.6,21731.116583397
2022-07-11,144.4295,3854.4299,1730.0,19970.556593233
2022-07-12,145.4164,3818.8,1723.3,19323.914856106
2022-07-13,145.0476,3801.78,1734.2,20212.073498093
2022-07-14,148.0185,3790.3799,1704.5,20569.920061528
2022-07-15,149.7133,3863.1599,1702.4,20836.328644524
2022-07-18,146.6228,3830.8501,1709.2,22485.689252176
2022-07-19,150.5408,3936.6899,1710.0,23389.432846479
2022-07-20,152.5746,3959.8999,1699.5,23231.731965117
2022-07-21,154.8776,3998.95,1712.7,23164.628754705
2022-07-22,153.6214,3961.6299,1727.1,22714.979148229
2022-07-25,152.4849,3966.8401,1719.0,21361.700521904
2022-07-26,151.139,3921.05,1717.7,21239.754379825
2022-07-27,156.3132,4023.6101,1719.1,22930.5484457
2022-07-28,156.8715,4072.4299,1750.3,23843.886207738
2022-07-29,162.0158,4130.29,1762.9,23804.633234567
2022-08-01,161.0189,4118.6299,1769.0,23314.199432537
2022-08-02,159.5234,4091.1899,1771.1,22978.116592947
2022-08-03,165.6248,4155.1699,1758.0,22846.507057976
2022-08-04,165.3058,4151.9399,1788.5,22630.956732133
2022-08-05,165.0762,4145.1899,1772.9,23289.314277414
2022-08-08,164.597,4140.0601,1786.8,23809.487114519
2022-08-09,164.6469,4122.4702,1794.0,23164.317986281
2022-08-10,168.9597,4210.2402,1795.6,23947.64342535
2022-08-11,168.211,4207.27,1789.7,23957.530194268
2022-08-12,171.815,4280.1499,1798.6,24402.818505756
2022-08-15,172.9032,4297.1401,1781.4,24136.972424664
2022-08-16,172.7434,4305.2002,1773.2,23883.290546735
2022-08-17,174.2609,4274.04,1760.3,23335.998222361
2022-08-18,173.8616,4283.7402,1755.3,23212.739077043
2022-08-19,171.2359,4228.48,1747.6,20877.553692219
2022-08-22,167.2925,4137.9902,1734.0,21398.908350302
2022-08-23,166.953,4128.73,1746.8,21528.087371684
2022-08-24,167.2526,4140.77,1747.8,21395.020071493
2022-08-25,169.7484,4199.1201,1757.7,21600.90514167
2022-08-26,163.349,4057.6599,1736.1,20260.018649424
2022-08-29,161.1127,4030.6101,1736.6,20297.994635306
2022-08-30,158.6468,3986.1599,1723.2,19796.809402411
2022-08-31,156.9596,3955.0,1712.8,20049.763189373
2022-09-01,157.6984,3966.8501,1696.6,20127.140269431
2022-09-02,155.552,3924.26,1709.8,19969.77117746
2022-09-06,154.2741,3908.1899,1700.4,18837.667712375
2022-09-07,155.7017,3979.8701,1715.3,19290.323873594
2022-09-08,154.2042,4006.1799,1708.0,19329.834933427
2022-09-09,157.1094,4067.3601,1716.2,21381.152855287
2022-09-12,163.1593,4110.4102,1728.1,22370.448649932
2022-09-13,153.5852,3932.6899,1705.0,20296.707813875
2022-09-14,155.0528,3946.01,1696.5,20241.089801831
2022-09-15,152.1177,3901.3501,1665.4,19701.209962566
2022-09-16,150.4504,3873.3301,1671.7,19772.584205568
2022-09-19,154.2242,3899.8899,1666.2,19544.129249674
2022-09-20,156.6402,3855.9299,1659.7,18890.789096369
2022-09-21,153.4654,3789.9299,1664.6,18547.399759826
2022-09-22,152.487,3757.99,1670.8,19413.551620822
2022-09-23,150.1809,3693.23,1655.6,19297.637840009
2022-09-26,150.5203,3655.04,1623.3,19222.67218417
2022-09-27,151.5087,3647.29,1626.7,19110.546550992
2022-09-28,149.5918,3719.04,1660.4,19426.721331679
2022-09-29,142.244,3640.47,1658.5,19573.050314001
2022-09-30,137.9711,3585.6201,1662.4,19431.789446599
2022-10-03,142.2141,3678.4299,1692.9,19623.580334556
2022-10-04,145.858,3790.9299,1721.1,20336.842949206
2022-10-05,146.1575,3783.28,1711.4,20160.716171607
2022-10-06,145.1892,3744.52,1711.7,19955.443672369
2022-10-07,139.858,3639.6599,1700.5,19546.84971015
2022-10-10,140.1874,3612.3899,1667.3,19141.483505012
2022-10-11,138.7498,3588.8401,1678.7,19051.418269477
2022-10-12,138.1109,3577.03,1670.3,19157.446286853
2022-10-13,142.7532,3669.9099,1670.0,19382.904033633
2022-10-14,138.1508,3583.0701,1641.7,19185.656700327
2022-10-17,142.1742,3677.95,1657.0,19550.757299913
2022-10-18,143.5119,3719.98,1649.0,19334.415149983
2022-10-19,143.6218,3695.1599,1627.5,19139.534351389
2022-10-20,143.1525,3665.78,1630.8,19053.740240537
2022-10-21,147.0261,3752.75,1651.0,19172.469217269
2022-10-24,149.2025,3797.3401,1648.7,19345.572348285
2022-10-25,152.0877,3859.1101,1652.8,20095.856455447
2022-10-26,149.1027,3830.6001,1664.0,20770.441271629
2022-10-27,144.5602,3807.3,1660.7,20285.836775702
2022-10-28,155.4821,3901.0601,1639.6,20595.351936601
2022-10-31,153.0861,3871.98,1640.7,20495.774232033
2022-11-01,150.4005,3856.1001,1645.7,20485.27324309
2022-11-02,144.7898,3759.6899,1627.3,20159.503067104
2022-11-03,138.65,3719.8899,1672.5,20209.987415004
2022-11-04,138.38,3770.55,1676.6,21147.229732238
2022-11-07,138.92,3806.8,1676.5,20602.81672527
2022-11-08,139.5,3828.1101,1712.1,18541.271853224
2022-11-09,134.87,3748.5701,1710.1,15880.779849172
2022-11-10,146.87,3956.3701,1750.3,17586.771449547
2022-11-11,149.7,3992.9299,1766.0,17034.293134713
2022-11-14,148.28,3957.25,1773.6,16618.199228891
2022-11-15,150.04,3991.73,1773.8,16884.613907055
